time,temperature_2m,relative_humidity_2m,surface_pressure,cloud_cover,wind_speed_10m,shortwave_radiation,mesto
2026-02-08T13:00,1.5,96,981.9,100,6.7,41.0,Ostrava
2026-02-08T14:00,1.0,99,982.1,100,7.9,29.0,Ostrava
2026-02-08T15:00,0.7,100,982.3,100,9.2,24.0,Ostrava
2026-02-08T16:00,0.5,100,982.6,100,9.4,6.0,Ostrava
2026-02-09T07:00,-1.5,89,985.0,100,9.5,11.0,Ostrava
2026-02-09T08:00,-1.4,88,985.1,100,10.2,29.0,Ostrava
2026-02-09T09:00,-1.0,87,985.2,100,9.8,53.0,Ostrava
2026-02-09T10:00,-0.6,85,985.5,100,9.0,72.0,Ostrava
2026-02-09T11:00,-0.3,83,985.3,100,8.3,66.0,Ostrava
2026-02-09T12:00,-0.4,80,984.9,99,8.2,169.0,Ostrava
2026-02-09T13:00,0.3,73,984.5,100,6.2,183.0,Ostrava
2026-02-09T14:00,0.2,73,984.5,100,5.7,80.0,Ostrava
2026-02-09T15:00,0.2,71,984.4,100,5.8,48.0,Ostrava
2026-02-09T16:00,-0.2,73,984.4,100,6.6,14.0,Ostrava
2026-02-10T07:00,0.8,89,978.4,91,1.2,12.0,Ostrava
2026-02-10T08:00,2.0,88,978.3,98,7.8,51.0,Ostrava
2026-02-10T09:00,3.8,85,978.2,100,9.4,107.0,Ostrava
2026-02-10T10:00,4.7,81,977.9,94,13.1,132.0,Ostrava
2026-02-10T11:00,5.2,78,977.5,96,13.6,203.0,Ostrava
2026-02-10T12:00,5.7,78,976.4,79,12.2,228.0,Ostrava
2026-02-10T13:00,5.3,75,975.6,84,13.0,254.0,Ostrava
2026-02-10T14:00,5.6,73,975.2,91,14.9,203.0,Ostrava
2026-02-10T15:00,4.5,77,974.9,100,15.1,100.0,Ostrava
2026-02-10T16:00,3.5,80,974.9,100,15.8,18.0,Ostrava
2026-02-11T07:00,3.2,83,966.3,100,17.2,20.0,Ostrava
2026-02-11T08:00,4.2,78,965.7,99,19.4,86.0,Ostrava
2026-02-11T09:00,4.9,75,965.4,100,16.3,184.0,Ostrava
2026-02-11T10:00,5.9,73,965.3,100,18.5,272.0,Ostrava
2026-02-11T11:00,6.1,74,964.9,99,20.6,199.0,Ostrava
2026-02-11T12:00,6.0,77,964.0,100,17.0,170.0,Ostrava
2026-02-11T13:00,6.1,76,963.7,100,16.4,152.0,Ostrava
2026-02-11T14:00,5.6,78,963.3,100,17.7,77.0,Ostrava
2026-02-11T15:00,4.9,80,963.0,99,18.4,48.0,Ostrava
2026-02-11T16:00,4.6,81,962.8,100,16.5,14.0,Ostrava
2026-02-12T07:00,5.9,93,958.7,100,17.1,28.0,Ostrava
2026-02-12T08:00,7.1,89,958.3,19,15.5,135.0,Ostrava
2026-02-12T09:00,8.7,83,958.1,12,13.5,275.0,Ostrava
2026-02-12T10:00,10.1,76,957.7,94,11.3,370.0,Ostrava
2026-02-12T11:00,11.2,72,957.2,100,8.9,414.0,Ostrava
2026-02-12T12:00,11.9,66,957.1,98,15.1,372.0,Ostrava
2026-02-12T13:00,11.3,68,956.8,100,14.7,268.0,Ostrava
2026-02-12T14:00,10.6,71,956.9,99,13.6,186.0,Ostrava
2026-02-12T15:00,9.8,76,956.9,100,14.2,86.0,Ostrava
2026-02-12T16:00,8.9,80,957.2,100,13.2,17.0,Ostrava
2026-02-13T07:00,5.3,92,963.0,10,14.7,32.0,Ostrava
2026-02-13T08:00,6.3,85,963.5,5,16.7,160.0,Ostrava
2026-02-13T09:00,7.5,80,964.0,52,16.8,280.0,Ostrava
2026-02-13T10:00,8.5,73,964.4,100,17.9,305.0,Ostrava
2026-02-13T11:00,9.4,67,964.4,54,16.5,276.0,Ostrava
2026-02-13T12:00,8.1,76,964.6,95,13.0,309.0,Ostrava
2026-02-13T13:00,8.2,83,964.5,63,13.1,148.0,Ostrava
2026-02-13T14:00,9.0,77,964.5,40,14.5,185.0,Ostrava
2026-02-13T15:00,8.6,73,964.7,63,14.7,140.0,Ostrava
2026-02-13T16:00,6.8,79,965.5,95,14.8,34.0,Ostrava
2026-02-14T07:00,1.9,96,973.4,100,9.5,19.0,Ostrava
2026-02-14T08:00,2.7,93,973.9,100,10.8,61.0,Ostrava
2026-02-14T09:00,3.3,90,974.6,100,13.0,128.0,Ostrava
2026-02-14T10:00,3.2,89,975.3,100,11.6,107.0,Ostrava
2026-02-14T11:00,3.0,89,975.8,100,11.7,81.0,Ostrava
2026-02-14T12:00,2.8,87,976.0,100,12.1,79.0,Ostrava
2026-02-14T13:00,2.3,89,976.3,100,10.3,46.0,Ostrava
2026-02-14T14:00,1.7,94,976.7,100,11.1,54.0,Ostrava
2026-02-14T15:00,1.2,99,977.3,100,12.7,22.0,Ostrava
2026-02-14T16:00,0.9,99,978.2,100,11.7,4.0,Ostrava
2026-02-15T07:00,-2.8,88,986.5,100,14.6,28.0,Ostrava
2026-02-15T08:00,-2.5,89,986.9,100,15.1,110.0,Ostrava
2026-02-15T09:00,-2.2,87,987.1,100,16.3,162.0,Ostrava
2026-02-15T10:00,-2.3,85,987.1,100,14.3,175.0,Ostrava
2026-02-15T11:00,-2.3,81,987.0,100,16.9,247.0,Ostrava
2026-02-15T12:00,-2.8,80,987.1,100,17.9,251.0,Ostrava
2026-02-15T13:00,-3.3,81,986.9,100,17.8,196.0,Ostrava
2026-02-15T14:00,-3.8,79,986.6,100,16.7,142.0,Ostrava
2026-02-15T15:00,-4.2,78,986.4,100,15.2,106.0,Ostrava
2026-02-15T16:00,-4.7,79,986.4,100,13.6,30.0,Ostrava
2026-02-16T07:00,-10.9,88,977.2,100,2.3,38.0,Ostrava
2026-02-16T08:00,-9.8,86,976.5,100,4.3,141.0,Ostrava
2026-02-16T09:00,-9.2,86,976.0,100,1.6,212.0,Ostrava
2026-02-16T10:00,-8.4,88,975.3,100,3.3,202.0,Ostrava
2026-02-16T11:00,-7.8,90,974.8,100,3.7,154.0,Ostrava
2026-02-16T12:00,-7.2,96,973.7,100,4.1,155.0,Ostrava
2026-02-16T13:00,-6.2,96,973.1,100,6.3,183.0,Ostrava
2026-02-16T14:00,-4.8,90,972.6,100,4.3,165.0,Ostrava
2026-02-16T15:00,-2.8,84,972.2,100,6.6,85.0,Ostrava
2026-02-16T16:00,-2.0,85,972.0,100,10.8,17.0,Ostrava
2026-02-17T07:00,-1.9,94,973.7,100,3.2,23.0,Ostrava
2026-02-17T08:00,-1.4,94,974.4,100,6.4,75.0,Ostrava
2026-02-17T09:00,-0.8,91,974.9,100,7.8,119.0,Ostrava
2026-02-17T10:00,-0.1,89,975.5,100,9.3,291.0,Ostrava
2026-02-17T11:00,0.2,87,975.9,86,12.0,350.0,Ostrava
2026-02-17T12:00,0.6,85,976.1,79,12.2,350.0,Ostrava
2026-02-17T13:00,0.4,87,976.5,66,10.5,313.0,Ostrava
2026-02-17T14:00,0.4,88,977.0,74,8.1,253.0,Ostrava
2026-02-17T15:00,0.2,89,977.5,35,8.1,160.0,Ostrava
2026-02-17T16:00,-0.9,92,978.0,100,7.0,47.0,Ostrava
2026-02-18T07:00,-0.2,91,982.6,21,11.2,51.0,Ostrava
2026-02-18T08:00,0.3,90,982.9,41,11.2,186.0,Ostrava
2026-02-18T09:00,1.2,87,983.2,90,10.6,327.0,Ostrava
2026-02-18T10:00,1.8,83,983.5,100,9.4,313.0,Ostrava
2026-02-18T11:00,1.8,83,983.7,100,6.5,223.0,Ostrava
2026-02-18T12:00,2.3,82,983.6,26,9.9,231.0,Ostrava
2026-02-18T13:00,2.2,82,983.5,20,8.4,411.0,Ostrava
2026-02-18T14:00,1.8,83,983.1,11,9.1,316.0,Ostrava
2026-02-18T15:00,1.1,84,983.1,19,7.3,189.0,Ostrava
2026-02-18T16:00,-0.8,83,983.6,83,7.7,58.0,Ostrava
2026-02-19T07:00,-4.3,96,983.8,100,4.2,51.0,Ostrava
2026-02-19T08:00,-3.6,92,983.3,100,6.1,174.0,Ostrava
2026-02-19T09:00,-2.7,86,983.1,100,6.7,289.0,Ostrava
2026-02-19T10:00,-1.8,84,983.0,100,6.9,344.0,Ostrava
2026-02-19T11:00,-1.0,83,983.1,100,8.2,370.0,Ostrava
2026-02-19T12:00,0.0,79,982.7,100,10.6,334.0,Ostrava
2026-02-19T13:00,0.1,79,982.6,100,11.2,280.0,Ostrava
2026-02-19T14:00,0.1,80,982.6,100,11.3,185.0,Ostrava
2026-02-19T15:00,-0.4,84,982.9,100,10.4,117.0,Ostrava
2026-02-19T16:00,-1.3,88,983.1,87,9.9,43.0,Ostrava
2026-02-20T07:00,-6.8,80,993.1,100,19.5,45.0,Ostrava
2026-02-20T08:00,-6.5,79,994.4,100,17.2,159.0,Ostrava
2026-02-20T09:00,-5.8,77,995.1,13,18.7,263.0,Ostrava
2026-02-20T10:00,-4.8,73,995.4,8,19.6,458.0,Ostrava
2026-02-20T11:00,-4.0,68,995.9,37,17.9,514.0,Ostrava
2026-02-20T12:00,-3.2,68,996.3,100,18.5,513.0,Ostrava
2026-02-20T13:00,-3.0,66,995.9,100,18.4,458.0,Ostrava
2026-02-20T14:00,-2.6,66,996.1,100,17.0,337.0,Ostrava
2026-02-20T15:00,-2.9,70,996.3,94,15.3,201.0,Ostrava
2026-02-20T16:00,-3.6,73,996.7,88,14.4,65.0,Ostrava
2026-02-20T17:00,-4.3,76,997.2,98,13.5,1.0,Ostrava
2026-02-21T06:00,-6.1,73,993.3,100,16.8,1.0,Ostrava
2026-02-21T07:00,-5.1,69,993.3,79,18.2,62.0,Ostrava
2026-02-21T08:00,-3.2,66,993.3,83,19.7,196.0,Ostrava
2026-02-21T09:00,-1.5,69,993.1,100,18.0,316.0,Ostrava
2026-02-21T10:00,-0.1,74,992.9,100,18.5,350.0,Ostrava
2026-02-21T11:00,-0.2,85,992.7,100,21.0,125.0,Ostrava
2026-02-21T12:00,0.2,86,992.3,100,18.5,177.0,Ostrava
2026-02-21T13:00,0.3,87,992.1,99,20.0,114.0,Ostrava
2026-02-21T14:00,1.0,85,992.0,98,19.2,239.0,Ostrava
2026-02-21T15:00,1.2,87,992.1,100,18.2,123.0,Ostrava
2026-02-21T16:00,1.2,88,992.5,100,17.5,23.0,Ostrava
2026-02-22T06:00,0.9,95,992.6,99,16.7,1.0,Ostrava
2026-02-22T07:00,1.8,93,993.1,100,18.7,51.0,Ostrava
2026-02-22T08:00,3.0,90,992.7,100,19.3,119.0,Ostrava
2026-02-22T09:00,3.8,88,992.4,100,19.7,217.0,Ostrava
2026-02-22T10:00,4.2,90,992.2,100,22.2,155.0,Ostrava
2026-02-22T11:00,4.8,90,991.9,100,22.1,177.0,Ostrava
2026-02-22T12:00,4.2,94,991.1,100,21.6,114.0,Ostrava
2026-02-22T13:00,4.2,96,990.4,100,23.3,56.0,Ostrava
2026-02-22T14:00,4.2,96,989.6,100,24.0,54.0,Ostrava
2026-02-22T15:00,4.2,96,988.9,100,24.0,17.0,Ostrava
2026-02-22T16:00,4.2,97,988.3,100,24.0,5.0,Ostrava
2026-02-23T07:00,5.2,97,985.2,100,12.5,7.0,Ostrava
2026-02-23T08:00,6.1,95,985.4,99,12.6,66.0,Ostrava
2026-02-23T09:00,6.9,93,985.5,92,12.3,135.0,Ostrava
2026-02-23T10:00,9.1,85,985.8,42,13.4,325.0,Ostrava
2026-02-23T11:00,10.8,72,985.5,74,13.0,439.0,Ostrava
2026-02-23T12:00,11.0,71,984.9,50,13.5,457.0,Ostrava
2026-02-23T13:00,10.9,66,984.7,38,17.9,392.0,Ostrava
2026-02-23T14:00,10.9,65,984.4,9,14.7,293.0,Ostrava
2026-02-23T15:00,10.1,70,984.3,2,14.0,200.0,Ostrava
2026-02-23T16:00,8.4,76,984.2,2,12.8,75.0,Ostrava
2026-02-23T17:00,6.2,86,983.9,11,11.6,2.0,Ostrava
2026-02-24T06:00,0.0,97,985.6,100,4.8,1.0,Ostrava
2026-02-24T07:00,2.1,93,986.5,95,8.1,16.0,Ostrava
2026-02-24T08:00,4.4,89,987.2,59,8.1,163.0,Ostrava
2026-02-24T09:00,4.6,87,987.7,50,5.2,276.0,Ostrava
2026-02-24T10:00,7.1,75,988.5,99,13.4,359.0,Ostrava
2026-02-24T11:00,7.6,70,988.9,98,13.2,301.0,Ostrava
2026-02-24T12:00,6.8,76,989.4,95,15.6,325.0,Ostrava
2026-02-24T13:00,6.0,80,989.8,100,11.6,197.0,Ostrava
2026-02-24T14:00,6.1,82,990.5,84,13.0,130.0,Ostrava
2026-02-24T15:00,6.0,82,991.0,45,11.0,140.0,Ostrava
2026-02-24T16:00,5.1,87,991.7,35,9.8,58.0,Ostrava
2026-02-24T17:00,3.9,91,992.5,34,8.0,2.0,Ostrava
2026-02-25T06:00,1.8,94,995.1,100,7.2,2.0,Ostrava
2026-02-25T07:00,2.7,93,995.7,100,8.9,37.0,Ostrava
2026-02-25T08:00,3.3,94,995.9,100,7.1,66.0,Ostrava
2026-02-25T09:00,4.7,89,996.5,100,4.1,127.0,Ostrava
2026-02-25T10:00,5.0,87,996.7,97,5.2,96.0,Ostrava
2026-02-25T11:00,6.2,78,996.9,96,13.8,264.0,Ostrava
2026-02-25T12:00,6.8,70,996.5,95,15.5,238.0,Ostrava
2026-02-25T13:00,6.6,71,996.6,100,13.8,200.0,Ostrava
2026-02-25T14:00,6.2,71,996.9,100,12.5,139.0,Ostrava
2026-02-25T15:00,5.9,73,997.2,94,9.9,93.0,Ostrava
2026-02-25T16:00,5.4,75,997.8,88,9.1,54.0,Ostrava
2026-02-25T17:00,4.2,80,998.6,73,10.3,2.0,Ostrava
2026-02-26T06:00,-2.8,99,1000.1,91,5.3,3.0,Ostrava
2026-02-26T07:00,-1.6,96,1000.2,72,6.5,69.0,Ostrava
2026-02-26T08:00,2.0,80,1000.3,2,7.2,218.0,Ostrava
2026-02-26T09:00,5.7,63,1000.2,38,12.6,368.0,Ostrava
2026-02-26T10:00,7.3,59,999.9,84,15.3,457.0,Ostrava
2026-02-26T11:00,8.2,56,999.8,77,15.6,500.0,Ostrava
2026-02-26T12:00,8.4,57,999.3,58,14.6,506.0,Ostrava
2026-02-26T13:00,9.2,56,998.7,43,15.3,459.0,Ostrava
2026-02-26T14:00,9.2,56,998.3,22,15.5,364.0,Ostrava
2026-02-26T15:00,8.8,59,997.9,9,13.6,233.0,Ostrava
2026-02-26T16:00,7.1,64,997.8,0,13.7,89.0,Ostrava
2026-02-26T17:00,5.6,68,998.1,79,14.0,4.0,Ostrava
2026-02-27T06:00,2.0,80,997.4,32,17.1,4.0,Ostrava
2026-02-27T07:00,3.4,75,997.8,5,18.1,92.0,Ostrava
2026-02-27T08:00,5.1,71,997.8,80,16.0,235.0,Ostrava
2026-02-27T09:00,7.1,66,997.8,93,16.4,367.0,Ostrava
2026-02-27T10:00,8.7,62,997.5,54,17.5,460.0,Ostrava
2026-02-27T11:00,10.1,60,997.3,13,17.3,515.0,Ostrava
2026-02-27T12:00,11.2,59,996.7,3,16.4,515.0,Ostrava
2026-02-27T13:00,11.9,58,996.2,13,16.2,464.0,Ostrava
2026-02-27T14:00,11.8,60,995.9,14,15.4,366.0,Ostrava
2026-02-27T15:00,11.1,63,995.5,4,14.1,234.0,Ostrava
2026-02-27T16:00,9.6,68,995.4,0,13.6,91.0,Ostrava
2026-02-27T17:00,8.1,72,995.8,5,13.8,4.0,Ostrava
2026-02-28T06:00,2.8,82,995.8,0,11.6,5.0,Ostrava
2026-02-28T07:00,4.0,78,996.1,0,11.7,98.0,Ostrava
2026-02-28T08:00,6.2,74,996.2,0,10.5,245.0,Ostrava
2026-02-28T09:00,9.1,65,996.0,0,9.7,379.0,Ostrava
2026-02-28T10:00,10.9,59,996.0,0,12.9,477.0,Ostrava
2026-02-28T11:00,12.1,54,995.8,0,14.4,528.0,Ostrava
2026-02-28T12:00,13.4,51,995.5,0,13.7,528.0,Ostrava
2026-02-28T13:00,13.9,49,994.9,0,14.0,475.0,Ostrava
2026-02-28T14:00,13.9,50,994.6,0,13.2,377.0,Ostrava
2026-02-28T15:00,13.2,55,994.3,0,11.1,243.0,Ostrava
2026-02-28T16:00,11.1,62,994.2,0,10.8,97.0,Ostrava
2026-02-28T17:00,9.0,68,994.4,0,11.8,5.0,Ostrava
2026-03-01T06:00,4.1,73,997.2,40,12.8,6.0,Ostrava
2026-03-01T07:00,5.2,71,997.7,44,11.8,92.0,Ostrava
2026-03-01T08:00,6.9,70,997.9,30,10.0,209.0,Ostrava
2026-03-01T09:00,9.1,62,998.3,45,10.3,332.0,Ostrava
2026-03-01T10:00,10.9,59,998.1,60,8.6,420.0,Ostrava
2026-03-01T11:00,12.2,58,997.9,73,4.3,460.0,Ostrava
2026-03-01T12:00,13.1,55,997.2,5,1.9,490.0,Ostrava
2026-03-01T13:00,13.8,55,996.9,72,2.5,466.0,Ostrava
2026-03-01T14:00,13.9,55,996.6,100,3.9,358.0,Ostrava
2026-03-01T15:00,13.0,61,996.4,98,5.0,199.0,Ostrava
2026-03-01T16:00,11.1,72,996.3,100,6.6,74.0,Ostrava
2026-03-01T17:00,9.8,79,996.9,100,4.0,4.0,Ostrava
2026-03-02T06:00,2.7,98,998.8,36,5.6,7.0,Ostrava
2026-03-02T07:00,3.5,99,999.3,100,4.1,97.0,Ostrava
2026-03-02T08:00,5.1,95,999.7,45,3.5,218.0,Ostrava
2026-03-02T09:00,7.2,85,999.9,29,4.0,366.0,Ostrava
2026-03-02T10:00,8.8,73,1000.0,0,5.6,471.0,Ostrava
2026-03-02T11:00,10.2,61,999.6,30,7.0,532.0,Ostrava
2026-03-02T12:00,10.6,56,999.2,15,6.2,485.0,Ostrava
2026-03-02T13:00,10.9,54,998.7,2,5.3,468.0,Ostrava
2026-03-02T14:00,10.9,53,998.3,2,5.9,381.0,Ostrava
2026-03-02T15:00,10.5,54,998.2,0,6.2,251.0,Ostrava
2026-03-02T16:00,8.8,67,998.1,0,4.4,104.0,Ostrava
2026-03-02T17:00,6.7,74,998.4,0,4.1,7.0,Ostrava
2026-03-03T06:00,-0.4,92,999.4,0,3.0,9.0,Ostrava
2026-03-03T07:00,1.5,84,1000.0,0,3.0,112.0,Ostrava
2026-03-03T08:00,4.3,75,1000.5,16,1.8,260.0,Ostrava
2026-03-03T09:00,6.8,67,1000.8,7,1.8,393.0,Ostrava
2026-03-03T10:00,8.9,63,1000.9,16,1.3,491.0,Ostrava
2026-03-03T11:00,10.6,58,1000.7,4,2.2,541.0,Ostrava
2026-03-03T12:00,12.1,55,1000.0,0,3.0,540.0,Ostrava
2026-03-03T13:00,12.9,56,999.6,0,2.2,492.0,Ostrava
2026-03-03T14:00,13.1,57,999.4,1,1.5,389.0,Ostrava
2026-03-03T15:00,12.6,63,999.0,0,1.8,244.0,Ostrava
2026-03-03T16:00,10.1,72,998.7,2,2.4,104.0,Ostrava
2026-03-03T17:00,7.8,79,998.9,2,4.2,8.0,Ostrava
2026-03-04T06:00,3.0,90,998.5,89,11.4,9.0,Ostrava
2026-03-04T07:00,4.1,88,998.7,85,11.5,95.0,Ostrava
2026-03-04T08:00,6.4,86,999.1,95,11.2,236.0,Ostrava
2026-03-04T09:00,9.1,79,999.2,99,8.7,339.0,Ostrava
2026-03-04T10:00,11.6,68,999.2,100,10.4,444.0,Ostrava
2026-03-04T11:00,12.9,63,999.1,100,9.7,469.0,Ostrava
2026-03-04T12:00,13.8,57,998.3,87,9.6,440.0,Ostrava
2026-03-04T13:00,14.1,54,997.9,60,6.9,392.0,Ostrava
2026-03-04T14:00,13.9,52,997.4,61,2.3,295.0,Ostrava
2026-03-04T15:00,12.8,62,997.3,15,4.2,164.0,Ostrava
2026-03-04T16:00,11.0,70,997.5,34,9.3,99.0,Ostrava
2026-03-04T17:00,9.3,74,997.7,52,8.6,8.0,Ostrava
2026-03-05T06:00,-0.2,90,999.9,0,2.3,12.0,Ostrava
2026-03-05T07:00,1.4,85,1000.3,0,2.2,122.0,Ostrava
2026-03-05T08:00,3.1,78,1000.6,1,1.3,272.0,Ostrava
2026-03-05T09:00,4.9,72,1000.7,0,1.7,407.0,Ostrava
2026-03-05T10:00,6.6,67,1000.5,0,2.2,506.0,Ostrava
2026-03-05T11:00,7.8,60,1000.1,0,1.8,559.0,Ostrava
2026-03-05T12:00,9.1,51,999.5,0,4.0,560.0,Ostrava
2026-03-05T13:00,9.8,47,999.0,0,4.5,507.0,Ostrava
2026-03-05T14:00,9.9,46,998.6,0,4.9,407.0,Ostrava
2026-03-05T15:00,9.6,49,998.3,0,5.1,271.0,Ostrava
2026-03-05T16:00,7.8,66,997.9,0,3.7,119.0,Ostrava
2026-03-05T17:00,5.4,73,997.9,4,4.0,11.0,Ostrava
2026-03-06T06:00,-1.1,92,998.6,0,1.9,15.0,Ostrava
2026-03-06T07:00,-0.1,84,998.8,0,2.3,131.0,Ostrava
2026-03-06T08:00,2.4,70,999.2,0,1.0,286.0,Ostrava
2026-03-06T09:00,5.6,55,999.5,0,0.9,423.0,Ostrava
2026-03-06T10:00,8.6,49,999.6,0,1.3,523.0,Ostrava
2026-03-06T11:00,10.9,44,999.5,0,0.9,575.0,Ostrava
2026-03-06T12:00,12.6,39,998.7,0,0.9,574.0,Ostrava
2026-03-06T13:00,13.4,39,998.3,0,0.9,519.0,Ostrava
2026-03-06T14:00,13.4,39,998.1,0,2.2,417.0,Ostrava
2026-03-06T15:00,12.6,51,997.7,0,2.7,278.0,Ostrava
2026-03-06T16:00,9.6,59,997.4,0,4.7,124.0,Ostrava
2026-03-06T17:00,6.9,63,997.6,0,6.2,12.0,Ostrava
2026-03-07T06:00,0.8,74,999.2,0,2.2,17.0,Ostrava
2026-03-07T07:00,2.6,66,999.6,0,2.2,135.0,Ostrava
2026-03-07T08:00,5.5,54,999.9,0,0.6,289.0,Ostrava
2026-03-07T09:00,8.9,43,1000.2,0,0.6,426.0,Ostrava
2026-03-07T10:00,11.6,42,1000.2,0,0.0,525.0,Ostrava
2026-03-07T11:00,13.4,40,999.9,0,0.0,576.0,Ostrava
2026-03-07T12:00,14.8,34,999.4,0,1.2,574.0,Ostrava
2026-03-07T13:00,15.3,35,998.9,0,1.2,517.0,Ostrava
2026-03-07T14:00,15.4,36,998.7,0,1.4,416.0,Ostrava
2026-03-07T15:00,14.2,49,998.5,0,3.1,279.0,Ostrava
2026-03-07T16:00,11.0,59,998.2,0,5.2,126.0,Ostrava
2026-03-07T17:00,8.9,58,998.5,0,7.6,14.0,Ostrava
2026-03-08T06:00,-2.1,97,1000.7,4,2.9,19.0,Ostrava
2026-03-08T07:00,0.1,83,1001.4,2,4.0,141.0,Ostrava
2026-03-08T08:00,2.9,65,1001.8,6,2.5,297.0,Ostrava
2026-03-08T09:00,5.8,51,1001.9,23,2.0,436.0,Ostrava
2026-03-08T10:00,8.4,44,1001.9,38,3.3,532.0,Ostrava
2026-03-08T11:00,10.7,42,1001.6,2,4.4,580.0,Ostrava
2026-03-08T12:00,13.1,37,1000.8,0,7.3,587.0,Ostrava
2026-03-08T13:00,13.7,35,1000.4,2,9.8,530.0,Ostrava
2026-03-08T14:00,13.0,40,1000.3,1,10.5,427.0,Ostrava
2026-03-08T15:00,11.6,47,1000.1,0,10.3,288.0,Ostrava
2026-03-08T16:00,9.4,53,1000.1,0,12.0,131.0,Ostrava
2026-03-08T17:00,7.0,58,1000.4,0,13.1,15.0,Ostrava
2026-03-09T06:00,0.5,75,999.7,0,3.6,22.0,Ostrava
2026-03-09T07:00,4.0,56,1000.1,0,3.7,146.0,Ostrava
2026-03-09T08:00,8.3,41,1000.2,0,2.2,300.0,Ostrava
2026-03-09T09:00,12.3,33,1000.3,0,1.5,436.0,Ostrava
2026-03-09T10:00,14.4,32,1000.0,1,8.6,535.0,Ostrava
2026-03-09T11:00,14.4,34,999.9,2,14.1,585.0,Ostrava
2026-03-09T12:00,15.4,33,998.9,0,14.1,582.0,Ostrava
2026-03-09T13:00,15.4,33,998.3,1,14.8,526.0,Ostrava
2026-03-09T14:00,15.1,36,997.9,0,13.6,424.0,Ostrava
2026-03-09T15:00,14.0,43,997.3,0,11.2,286.0,Ostrava
2026-03-09T16:00,11.7,51,997.0,0,9.6,133.0,Ostrava
2026-03-09T17:00,9.1,58,997.1,0,10.8,16.0,Ostrava
2026-03-10T06:00,6.3,62,994.0,53,12.3,23.0,Ostrava
2026-03-10T07:00,8.5,57,994.0,23,13.3,148.0,Ostrava
2026-03-10T08:00,10.9,54,993.8,50,10.0,299.0,Ostrava
2026-03-10T09:00,12.5,49,993.8,34,14.8,427.0,Ostrava
2026-03-10T10:00,13.7,45,993.7,22,16.3,519.0,Ostrava
2026-03-10T11:00,14.4,44,993.6,16,19.2,565.0,Ostrava
2026-03-10T12:00,15.2,42,993.1,95,20.4,573.0,Ostrava
2026-03-10T13:00,15.2,41,992.6,11,21.0,493.0,Ostrava
2026-03-10T14:00,14.9,43,992.4,9,19.6,418.0,Ostrava
2026-03-10T15:00,14.4,46,992.0,1,16.3,284.0,Ostrava
2026-03-10T16:00,12.9,51,992.0,20,15.3,133.0,Ostrava
2026-03-10T17:00,11.1,58,992.4,59,14.0,17.0,Ostrava
2026-03-11T06:00,7.1,71,992.6,2,11.6,26.0,Ostrava
2026-03-11T07:00,9.1,66,992.9,2,11.1,151.0,Ostrava
2026-03-11T08:00,11.9,60,992.9,16,8.1,303.0,Ostrava
2026-03-11T09:00,14.2,52,992.8,45,11.2,437.0,Ostrava
2026-03-11T10:00,15.6,43,992.5,59,16.8,532.0,Ostrava
2026-03-11T11:00,16.1,39,992.2,45,19.0,581.0,Ostrava
2026-03-11T12:00,16.9,36,991.7,0,18.2,580.0,Ostrava
2026-03-11T13:00,16.9,35,991.2,0,17.4,517.0,Ostrava
2026-03-11T14:00,16.4,38,990.8,0,16.5,416.0,Ostrava
2026-03-11T15:00,15.8,41,990.3,0,13.2,290.0,Ostrava
2026-03-11T16:00,14.1,50,990.5,0,12.9,138.0,Ostrava
2026-03-11T17:00,12.2,56,990.9,0,13.8,19.0,Ostrava
2026-03-12T06:00,6.2,78,991.9,11,9.8,27.0,Ostrava
2026-03-12T07:00,7.9,75,992.7,13,9.1,149.0,Ostrava
2026-03-12T08:00,10.6,65,993.4,30,6.2,290.0,Ostrava
2026-03-12T09:00,12.6,59,994.0,38,8.3,378.0,Ostrava
2026-03-12T10:00,14.0,55,993.8,22,9.1,449.0,Ostrava
2026-03-12T11:00,15.1,52,993.7,75,8.9,553.0,Ostrava
2026-03-12T12:00,12.3,70,994.2,93,12.9,498.0,Ostrava
2026-03-12T13:00,12.4,71,994.3,93,3.9,315.0,Ostrava
2026-03-12T14:00,12.6,69,994.0,39,1.4,259.0,Ostrava
2026-03-12T15:00,12.6,69,994.1,77,2.5,219.0,Ostrava
2026-03-12T16:00,11.9,78,994.2,56,0.6,102.0,Ostrava
2026-03-12T17:00,10.5,79,994.1,91,0.2,19.0,Ostrava
2026-03-13T06:00,4.7,99,991.7,100,6.0,18.0,Ostrava
2026-03-13T07:00,5.9,92,991.7,100,4.7,103.0,Ostrava
2026-03-13T08:00,8.2,85,991.6,100,2.1,222.0,Ostrava
2026-03-13T09:00,11.0,75,991.0,97,1.8,327.0,Ostrava
2026-03-13T10:00,14.1,62,990.3,86,8.8,467.0,Ostrava
2026-03-13T11:00,15.5,49,989.3,91,19.8,527.0,Ostrava
2026-03-13T12:00,15.9,46,988.3,98,18.1,454.0,Ostrava
2026-03-13T13:00,16.1,43,987.4,70,17.7,467.0,Ostrava
2026-03-13T14:00,16.1,42,986.7,8,17.7,412.0,Ostrava
2026-03-13T15:00,15.6,43,985.8,5,15.3,296.0,Ostrava
2026-03-13T16:00,14.3,49,985.4,0,14.6,149.0,Ostrava
2026-03-13T17:00,12.4,57,985.2,0,14.2,24.0,Ostrava
